date,open,high,low,close,volume
2018-01-02,39.81282777480597,40.3135296160415,39.60225003195517,40.304168701171875,102223600
2018-01-03,40.36734988159022,40.839976206320266,40.23398716613362,40.297157287597656,118071600
2018-01-04,40.369685025177354,40.587281691749936,40.262059483979016,40.48433303833008,89738400
2018-01-05,40.58026570794173,41.031831750925626,40.48901640769327,40.94526290893555,94640000
2018-01-08,40.793174743652344,41.08797929939686,40.6949029882612,40.793174743652344,82271200
2018-01-09,40.83997225073741,40.959297149866934,40.5732432755148,40.78849792480469,86336000
2018-01-10,40.514745908802524,40.781474856775525,40.47730939010454,40.77913284301758,95839600
2018-01-11,40.84933462041617,41.05991240789748,40.82593946856962,41.01077651977539,74670800
2018-01-12,41.22135270960487,41.497442647697724,41.0973473314388,41.434268951416016,101672400
2018-01-16,41.623781733545634,41.97240267540656,41.21199067273534,41.223690032958984,118263600
2018-01-17,41.214325720283874,41.93964315265485,40.961638125023185,41.90454864501953,137547200
2018-01-18,41.96772324905173,42.13852605820033,41.70567471028857,41.941986083984375,124773600
2018-01-19,41.78990102651753,42.01685503172588,41.509134252385074,41.75480651855469,129700400
2018-01-22,41.483392957494715,41.59569894193177,41.31961265307756,41.41320037841797,108434400
2018-01-23,41.48338542496945,41.98408716192356,41.371079460924825,41.422550201416016,130756400
2018-01-24,41.47170166632772,41.48340102680674,40.52411058982438,40.76276397705078,204420400
2018-01-25,40.830605381361764,40.93355401821586,39.89939433279178,40.035099029541016,166116000
2018-01-26,40.243336812846245,40.243336812846245,39.78942883803662,40.12868881225586,156572000
2018-01-29,39.81283931036235,39.81283931036235,39.08986372842516,39.298099517822266,202561600
2018-01-30,38.7295494172181,39.160058869410214,38.535351403750624,39.066471099853516,184192800
2018-01-31,39.043051843776865,39.41039096493843,38.95648302394709,39.174076080322266,129915600
2018-02-01,39.113250200696385,39.452510199787405,39.0173204525661,39.25597381591797,188923200
2018-02-02,38.83948956546011,39.026668542454594,37.45905130414214,37.55263900756836,346375200
2018-02-05,37.225102915236285,38.34349348511633,36.499785241985236,36.61443328857422,290954000
2018-02-06,36.22603017907835,38.30604944131928,36.03183221340703,38.14460754394531,272975200
2018-02-07,38.15863792407695,38.231168949040736,37.21806947306256,37.328033447265625,206434400
2018-02-08,37.50352813312676,37.669650523067176,36.27283151930214,36.300907135009766,217562000
2018-02-09,36.89996378245455,37.09260194445449,35.295412891463684,36.744911193847656,282690400
2018-02-12,37.235908995126586,38.502164684443535,37.00333010270935,38.224952697753906,243278000
2018-02-13,38.0464045819101,38.70420051241455,37.975925806374015,38.607879638671875,130196800
2018-02-14,38.302468550622955,39.359639279128274,38.26488298242506,39.3197021484375,162579600
2018-02-15,39.888234303148494,40.66349374207075,39.702643640911546,40.6400032043457,204588800
2018-02-16,40.49199890679154,41.06992063350234,40.35339290200922,40.50844192504883,160704400
2018-02-20,40.419161773030865,40.938348059316176,40.27115672319348,40.37217712402344,135722000
2018-02-21,40.6024081083395,40.90546216900995,40.17483951865487,40.18893814086914,149886400
2018-02-22,40.36043138630971,40.865522652890775,40.33928883126937,40.524879455566406,123967600
2018-02-23,40.799747265758924,41.264901443927855,40.76920562691521,41.22966384887695,135249600
2018-02-26,41.42935360761563,42.1435296918628,41.39646399027595,42.04486083984375,152648800
2018-02-27,42.075395661320265,42.39959224122291,41.85456387295106,41.90859603881836,155712400
2018-02-28,42.1129932092507,42.43249392454348,41.82873367844383,41.845176696777344,151128400
2018-03-01,41.943837330028686,42.235147908327306,40.562469918991304,41.11219787597656,195208000
2018-03-02,40.59536007435443,41.417604042820585,40.51313424362813,41.396461486816406,153816000
2018-03-05,41.16152071922822,41.75588515723499,40.99942067528128,41.53975296020508,113605600
2018-03-06,41.795846326329126,41.87572061331402,41.37767672423165,41.50453567504883,95154000
2018-03-07,41.098101067014966,41.31188534708122,40.940700517810946,41.11924362182617,126814000
2018-03-08,41.2249716082499,41.61025158273074,41.12865430315472,41.56796646118164,95096400
2018-03-09,41.80758156446404,42.28683073553249,41.673671546479305,42.28213119506836,128740800
2018-03-12,42.35494413383095,42.84829176546542,42.33615314749822,42.69089126586914,128828400
2018-03-13,42.89528461095162,43.10906886455856,42.108281962336044,42.27977752685547,126774000
2018-03-14,42.36202047107716,42.40900513429512,41.77235165588669,41.92035675048828,117473600
2018-03-15,41.934447003614444,42.34322105481381,41.83343016846324,41.96968460083008,90975200
2018-03-16,41.969675808925395,42.08009170333701,41.727701466201786,41.82167434692383,157618800
2018-03-19,41.6572391887555,41.69247678950339,40.79740588350734,41.18268585205078,133787200
2018-03-20,41.16858673095703,41.53507208120745,41.09810795174742,41.16858673095703,78597600
2018-03-21,41.12160323355802,41.13335029556511,40.23357983326294,40.235931396484375,148219600
2018-03-22,39.937560965118145,40.56716314673629,39.60866483810851,39.667396545410156,165963200
2018-03-23,39.55933346018585,39.91877126601318,38.748836517333984,38.748836517333984,164115200
2018-03-26,39.48416225720845,40.665844171294374,39.10123029749921,40.58831787109375,150164800
2018-03-27,40.8020930353932,41.147435786997505,39.21398884136804,39.547584533691406,163690400
2018-03-28,39.291517090797406,39.94226549266874,38.80756833575712,39.11062240600586,166674000
2018-03-29,39.42307458789862,40.34868696132009,39.2092902915603,39.4160270690918,153594000
2018-04-02,39.14821634870157,39.68854890632688,38.63842543352329,39.15761184692383,150347200
2018-04-03,39.383146251731,39.64391525993994,38.734749283749345,39.55934143066406,121112000
2018-04-04,38.73473557473187,40.409761378700175,38.70889348091307,40.315792083740234,138422000
2018-04-05,40.543667989546165,40.931295779638134,40.42620458834271,40.59535217285156,107732800
2018-04-06,40.16545137256232,40.52018969217468,39.51470287216489,39.55699157714844,140021200
2018-04-09,39.90937316965461,40.66348632700051,39.902325651152246,39.949310302734375,116070800
2018-04-10,40.64234860462888,40.877275475175864,40.29700581814884,40.701080322265625,113634400
2018-04-11,40.46144793637185,40.8584748625263,40.336937000142214,40.51078414916992,89726400
2018-04-12,40.73867207140737,41.11220495899255,40.65174668618393,40.9101676940918,91557200
2018-04-13,41.06051414916714,41.30953603414656,40.842033901488705,41.04876708984375,100497200
