date,open,high,low,close,volume
2018-01-02,79.21593535154082,79.38148618159725,78.63651095481676,79.05038452148438,22483800
2018-01-03,79.1515299499605,79.56541040330565,79.06875806945834,79.41825103759766,26061400
2018-01-04,79.63901033797488,80.62312314498602,79.62061891943647,80.11727142333984,21912000
2018-01-05,80.62311196696939,81.31290584615176,80.41157208989713,81.11056518554688,23407100
2018-01-08,81.11974154454894,81.4692415325989,80.56790795235067,81.19332122802734,22113000
2018-01-09,81.53361216780534,81.60719184240945,80.8070286692138,81.13813018798828,19484300
2018-01-10,80.80706115336098,81.11057217040523,80.39318759698921,80.77027130126953,18652200
2018-01-11,81.05537383136951,81.05537383136951,80.23681902045526,81.00939178466797,17808900
2018-01-12,81.55203440637554,82.57292997235957,81.3496937331972,82.40737915039062,24271500
2018-01-16,82.86722450467084,83.50183702619276,80.94500254374965,81.25770568847656,36599700
2018-01-17,81.92911582959427,83.03278317295775,81.62560485423828,82.90402221679688,25621200
2018-01-18,82.59132754997243,83.39148400040257,82.46256658054813,82.86724090576172,24159700
2018-01-19,82.90403716345706,83.33630917290769,82.462572953299,82.77527618408203,36875000
2018-01-22,82.77528405982059,84.26524169899855,82.53615349668017,84.25604248046875,23601600
2018-01-23,84.52275848388672,84.890650016027,84.19165680665522,84.52275848388672,23412800
2018-01-24,85.12057549994422,85.92993120150392,84.22844087628869,84.44917297363281,33277500
2018-01-25,85.04698911416199,85.75517442027561,84.55033667144298,84.91822814941406,26383200
2018-01-26,85.644809132381,86.50934600830078,85.1481567056461,86.50934600830078,29172200
2018-01-29,87.50266598356984,87.78777858604377,86.19665771920546,86.38059997558594,31569900
2018-01-30,85.81035416944457,86.141455764997,84.70667984528792,85.29530334472656,38635100
2018-01-31,86.22423905002036,87.74178706069002,86.00350696279733,87.38309478759766,48756300
2018-02-01,87.18075923993204,88.35800646355781,86.06789250456873,86.69330596923828,47227900
2018-02-02,86.12305802621047,86.4265689940653,84.15484686845686,84.41236877441406,47867800
2018-02-05,83.29030021151993,85.75516368328218,80.93580627441406,80.93580627441406,51031500
2018-02-06,79.91490796694231,84.13644953893123,78.4065594664219,83.99848937988281,67998600
2018-02-07,83.22593589396033,84.4031830910537,82.03948947962336,82.41658020019531,41107600
2018-02-08,82.5085341293745,82.66488570520217,77.95589789804686,78.18582916259766,55628700
2018-02-09,79.37226844364069,81.79114261076133,77.10054662425455,81.10134887695312,63499100
