date,open,high,low,close,volume
2018-01-02,138.49863057307306,139.19474375450665,137.82965122490108,139.13145446777344,20489600
2018-01-03,139.10427738169884,139.6376701119738,138.787872461371,139.2760467529297,21836600
2018-01-04,140.09877805932354,140.26149828735444,139.23994466859995,139.64675903320312,14207100
2018-01-05,140.01743959495164,140.1078351374372,139.16764148732443,139.93606567382812,19883900
2018-01-08,139.88178573868268,140.36997394823211,138.76982294174653,140.1529998779297,18457300
2018-01-09,140.3428595756574,140.57790448207442,139.8817913819792,139.96316528320312,16571300
2018-01-10,139.64674206501547,140.27956586578574,139.14951843779446,139.98123168945312,18516800
2018-01-11,140.18918058900607,142.53063572016026,140.10780668440793,142.385986328125,26522400
2018-01-12,142.5486873802924,143.6154592599512,142.35884714898282,142.98263549804688,24089800
2018-01-16,143.61549415269602,144.1127178701844,140.8491397538855,141.15650939941406,27704700
2018-01-17,141.75320263220425,142.7838057019509,141.2830988721971,142.4945068359375,18571600
2018-01-18,142.1328499129738,142.38597943952655,141.38249674693367,141.51809692382812,17903600
2018-01-19,141.68988676973322,143.46180750556056,141.5271665340027,143.3804473876953,31040900
2018-01-22,143.19963719014805,144.1488800048828,143.11827706747783,144.1488800048828,12702400
2018-01-23,143.95904623410829,144.91732450766807,143.4437378448197,144.60995483398438,16904600
2018-01-24,144.97156307979682,145.2156572508364,143.19964217760972,143.71495056152344,20340900
2018-01-25,144.32062878236084,144.57375832408547,143.0278610367334,143.7691650390625,20290900
2018-01-26,144.2211650713371,144.36581444601063,143.53410123342326,144.28445434570312,16120300
2018-01-29,143.79629471449437,144.51952793698126,143.39851575240024,143.47084045410156,18293300
2018-01-30,142.53068906116388,143.03694832822563,141.6899262255195,142.09674072265625,24533800
2018-01-31,142.60293861361959,143.21767774399416,140.9575830684586,141.35536193847656,27468900
2018-02-01,140.78583838860737,142.12382460353737,140.60503354171902,141.79837036132812,21413000
2018-02-02,141.14743559024538,141.16550641540087,138.778847015189,139.06814575195312,33314100
2018-02-05,138.01947641504736,139.03199453593297,133.67105594896393,133.7252960205078,52622200
2018-02-06,131.5646532021503,135.9401939500064,130.39845021481608,135.32545471191406,69232400
2018-02-07,135.25311944365723,136.31987761268994,134.34908148568732,135.46104431152344,37101000
2018-02-08,135.59665163316248,135.6056870462703,131.4832763671875,131.4832763671875,44704500
2018-02-09,132.6766349940313,133.7434071927571,128.82543741011668,132.68568420410156,53315300
2018-02-12,132.82129415526634,134.62937060245676,131.51947690616464,133.9423065185547,36213900
2018-02-13,133.23713379281338,134.51181697448976,132.80318559164272,134.2315673828125,25021200
2018-02-14,133.46312119289956,136.97982811432158,133.05629309739842,136.64532470703125,36286900
2018-02-15,137.6126649735164,138.20028415361378,136.11195858817445,138.1370086669922,23773600
2018-02-16,137.9652696026295,139.4840471500878,137.90198030755465,138.62521362304688,27973900
2018-02-20,137.91099820223815,139.01392565415063,137.11544035639307,137.48609924316406,24046200
2018-02-21,137.7935033386925,139.95415412489683,137.42284435914624,137.6307830810547,26735500
2018-02-22,138.14604113767487,139.248968573811,137.33241247571698,137.4137725830078,16340000
2018-02-23,138.2997127192435,139.23991985092903,137.549359614281,139.20375061035156,18065200
2018-02-26,139.70103390580272,140.36097798584944,138.7427555388646,140.1168975830078,15267700
2018-02-27,140.28863122799663,140.92146895838937,138.09182518037906,138.10086059570312,18125500
2018-02-28,138.44441018090663,138.86027382485608,135.88598040506233,135.92214965820312,29951800
