date,open,high,low,close,volume
2018-01-02,148.5799724028739,150.44956062189615,148.20985168586625,150.41160583496094,32573300
2018-01-03,150.553897690031,152.00591030078726,150.52542799029283,151.873046875,29383600
2018-01-04,152.3950357580371,152.594323682689,151.92052139130303,152.1387939453125,24776100
2018-01-05,152.86003668536512,153.77109599105881,152.5753252219509,153.6667022705078,26992300
2018-01-08,153.66672520561778,154.34054195356595,153.6097858006419,154.26461791992188,23159100
2018-01-09,154.56827490190997,154.72960801726651,153.80906364870896,154.27407836914062,24782400
2018-01-10,153.59081635190958,153.9419668523475,152.90751446260848,153.91348266601562,34004000
2018-01-11,154.17920735829233,154.97638798249324,153.9419501857781,154.96688842773438,20473500
2018-01-12,154.8339884814394,156.26703073338078,154.63470061289436,156.10569763183594,37762700
2018-01-16,157.14018100848887,157.9373616771863,155.19466918907327,155.65969848632812,41231800
2018-01-17,156.39990279692503,157.57668889239906,155.6406770856678,157.3394317626953,33849900
2018-01-18,157.0926630708766,157.72851033353842,156.72254259019215,157.36788940429688,26432200
2018-01-19,157.83293472112808,158.11764618032672,157.10217868809104,157.8614044189453,38937600
2018-01-22,157.8044955737479,159.5507049560547,157.62417779864558,159.5507049560547,26081400
2018-01-23,160.04419223115138,161.01220551654728,159.96826820082347,160.86984252929688,37989700
2018-01-24,161.21151692580287,161.56266742738686,158.90538390265752,159.82594299316406,54287400
2018-01-25,160.92681343555756,160.9837528440695,159.25651355371613,159.7689971923828,28925000
2018-01-26,160.66106177754983,162.23645289035082,160.34789505077867,162.21746826171875,32038200
2018-01-29,161.8758389773778,162.19850527322117,161.08814338621008,161.42979431152344,37277800
2018-01-30,159.95881723490956,160.7844677091058,159.26603022186023,160.10116577148438,44987700
2018-01-31,161.00274489265658,161.32542571983166,159.75951936760902,160.76548767089844,42449200
2018-02-01,159.53175872613627,161.07866593603657,158.8864115648582,159.39889526367188,38037900
2018-02-02,158.77250935043907,159.15211504984862,156.08675630808028,156.21961975097656,68478100
2018-02-05,154.7581445476955,157.30153496455313,149.94656123317887,150.06044006347656,105372200
2018-02-06,147.86814861785382,154.22663754671265,147.1943463994986,154.03683471679688,118537900
2018-02-07,153.543367598764,155.21366760268853,152.03441523878914,152.04391479492188,91028300
2018-02-08,152.43299837636255,152.6038310873091,145.6284637451172,145.6284637451172,94184800
2018-02-09,147.6878122117351,149.22524824627627,142.47765495547716,148.1433563232422,113836600
2018-02-12,149.66179413528937,151.7971082971211,148.4850080428476,150.77215576171875,63050600
2018-02-13,149.9085690432407,151.8540661535107,149.6807969584502,151.55038452148438,31785600
2018-02-14,150.65833909086578,154.62527297398506,149.94656741012153,154.3880157470703,52107400
2018-02-15,155.77359144014488,157.2540740966797,154.160245326768,157.2540740966797,51633900
