date,open,high,low,close,volume
2018-01-02,236.38743817258023,237.24353176099643,235.99910539429536,237.20822143554688,86655700
2018-01-03,237.37588383141548,238.8586210527526,237.37588383141548,238.7085723876953,90070400
2018-01-04,239.35293754439908,240.2001970003281,238.7704382516065,239.7147674560547,80636400
2018-01-05,240.50903803835863,241.43572529750236,240.01480124229727,241.3121795654297,83524000
2018-01-08,241.21503663788448,241.91227399403616,240.92380059152654,241.75341796875,57319200
2018-01-09,242.1770712596511,242.92726073953824,241.89464254870086,242.30064392089844,57254000
2018-01-10,241.54164463350688,242.19476446057965,240.87091004430349,241.9299774169922,69574300
2018-01-11,242.48599809071717,243.6951141357422,242.3183077116669,243.6951141357422,62361500
2018-01-12,243.95988287922933,245.4514006152057,243.65978553530948,245.2837371826172,90816100
2018-01-16,246.5458325374283,247.19892544746014,243.74807494795473,244.4453125,106555100
2018-01-17,245.38077494460876,247.16355547811466,244.44525351343543,246.7752227783203,113258800
2018-01-18,246.66057459825356,247.08419079105386,245.8662403689767,246.36050415039062,100728000
2018-01-19,246.94297227858362,247.48135375976562,246.36050002324106,247.48135375976562,140920100
2018-01-22,247.2695408342429,249.4936065673828,247.21656187817766,249.4936065673828,91322400
2018-01-23,249.5377029172836,250.31436842127192,249.21115649717146,250.02313232421875,97084700
2018-01-24,250.66736523701357,251.26753293215157,248.7433703021086,249.92601013183594,134816100
2018-01-25,250.7909757507329,250.8880454765253,249.23764466696517,250.03195190429688,84587300
2018-01-26,250.8704583829261,252.97097875550224,250.6145056068504,252.9268341064453,107743100
2018-01-29,252.3530898008842,252.79437454936289,251.09102188436725,251.2498779296875,90118300
2018-01-30,249.41411506549235,251.30279955496465,248.19616499755548,248.67276000976562,131796400
2018-01-31,249.52887341924054,250.03191754228914,247.71958986375583,248.79632568359375,108364800
2018-02-01,248.06383910222777,249.82014395315971,247.7196240366697,248.51393127441406,90102500
2018-02-02,247.19001807836568,247.3224250313871,243.06843419043827,243.10374450683594,173174800
2018-02-05,241.33871160033988,243.4568736371647,232.38944130734862,232.93663024902344,294681800
2018-02-06,229.4151680867395,238.02905690677133,228.32079028658086,237.52598571777344,355026800
2018-02-07,236.96994770614245,240.37665357916381,236.15797178860365,236.2374267578125,167376100
2018-02-08,236.53744855501876,236.6786629000647,227.34106297128355,227.37637329101562,246449500
2018-02-09,230.17416736414123,232.65418607049958,223.21952727425176,230.79197692871094,283565300
2018-02-12,232.84834146844216,235.6549334560519,230.93318038986496,234.1810302734375,143736000
2018-02-13,232.97187374838228,235.3106775542343,232.38937464192566,234.76348876953125,81223600
2018-02-14,233.2719492632603,238.29377202093067,233.26311494915726,237.93191528320312,120735700
2018-02-15,239.67941257683572,240.97679085706943,237.2082017443558,240.96795654296875,111200300
2018-02-16,240.3413484018195,242.98905707475228,240.297203763606,241.03855895996094,160420100
2018-02-20,240.0854115953109,241.5328386940108,238.73508116000534,239.52938842773438,86369700
2018-02-21,239.9706803676999,242.459533223255,238.24085141018608,238.33792114257812,98883700
2018-02-22,239.26461427815948,240.98560876828253,237.97607025571747,238.6468048095703,110511300
